codMunicipio;Município;Estado;MUNICIPIO_ESTADO;IDHM;IDHM_R;IDHM_L;IDHM_E
2106805;Mirinzal;MA;MIRINZAL-MA;0,622;0,546;0,756;0,582
4116059;Missal;PR;MISSAL-PR;0,711;0,714;0,828;0,608
2308401;Missão Velha;CE;MISSÃO VELHA-CE;0,622;0,579;0,754;0,552
1504604;Mocajuba;PA;MOCAJUBA-PA;0,575;0,539;0,754;0,467
3530508;Mococa;SP;MOCOCA-SP;0,762;0,756;0,827;0,709
4210902;Modelo;SC;MODELO-SC;0,76;0,751;0,886;0,659
3142304;Moeda;MG;MOEDA-MG;0,638;0,657;0,8;0,494
3142403;Moema;MG;MOEMA-MG;0,721;0,703;0,848;0,629
2509404;Mogeiro;PB;MOGEIRO-PB;0,574;0,538;0,732;0,481
3530607;Mogi das Cruzes;SP;MOGI DAS CRUZES-SP;0,783;0,762;0,851;0,74
3530706;Mogi Guaçu;SP;MOGI GUAÇU-SP;0,774;0,74;0,852;0,736
3530805;Mogi Mirim;SP;MOGI MIRIM-SP;0,784;0,767;0,879;0,715
5213400;Moiporá;GO;MOIPORÁ-GO;0,696;0,652;0,818;0,632
2804102;Moita Bonita;SE;MOITA BONITA-SE;0,587;0,596;0,792;0,429
1504703;Moju;PA;MOJU-PA;0,547;0,578;0,757;0,375
1504752;Mojuí dos Campos;NaN;MOJUÍ DOS CAMPOS-NAN;NaN;NaN;NaN;NaN
2308500;Mombaça;CE;MOMBAÇA-CE;0,582;0,549;0,735;0,489
3530904;Mombuca;SP;MOMBUCA-SP;0,719;0,746;0,82;0,607
2106904;Monção;MA;MONÇÃO-MA;0,546;0,499;0,704;0,464
3531001;Monções;SP;MONÇÕES-SP;0,772;0,731;0,814;0,773
4211009;Mondaí;SC;MONDAÍ-SC;0,748;0,728;0,875;0,657
3531100;Mongaguá;SP;MONGAGUÁ-SP;0,754;0,719;0,854;0,699
3142502;Monjolos;MG;MONJOLOS-MG;0,65;0,612;0,819;0,548
2206407;Monsenhor Gil;PI;MONSENHOR GIL-PI;0,615;0,568;0,781;0,524
2206506;Monsenhor Hipólito;PI;MONSENHOR HIPÓLITO-PI;0,561;0,591;0,739;0,404
3142601;Monsenhor Paulo;MG;MONSENHOR PAULO-MG;0,721;0,682;0,839;0,654
2308609;Monsenhor Tabosa;CE;MONSENHOR TABOSA-CE;0,61;0,545;0,773;0,538
2509503;Montadas;PB;MONTADAS-PB;0,59;0,545;0,748;0,505
3142700;Montalvânia;MG;MONTALVÂNIA-MG;0,613;0,586;0,799;0,492
3203502;Montanha;ES;MONTANHA-ES;0,667;0,679;0,816;0,535
2407708;Montanhas;RN;MONTANHAS-RN;0,557;0,553;0,7;0,447
4312351;Montauri;RS;MONTAURI-RS;0,764;0,79;0,852;0,662
1504802;Monte Alegre;RN;MONTE ALEGRE-RN;0,609;0,578;0,77;0,507
2407807;Monte Alegre;PA;MONTE ALEGRE-PA;0,589;0,541;0,764;0,495
5213509;Monte Alegre de Goiás;GO;MONTE ALEGRE DE GOIÁS-GO;0,615;0,592;0,816;0,481
3142809;Monte Alegre de Minas;MG;MONTE ALEGRE DE MINAS-MG;0,674;0,699;0,848;0,516
2804201;Monte Alegre de Sergipe;SE;MONTE ALEGRE DE SERGIPE-SE;0,553;0,539;0,726;0,431
2206605;Monte Alegre do Piauí;PI;MONTE ALEGRE DO PIAUÍ-PI;0,578;0,531;0,768;0,474
3531209;Monte Alegre do Sul;SP;MONTE ALEGRE DO SUL-SP;0,759;0,752;0,858;0,678
4312377;Monte Alegre dos Campos;RS;MONTE ALEGRE DOS CAMPOS-RS;0,65;0,667;0,822;0,501
3531308;Monte Alto;SP;MONTE ALTO-SP;0,768;0,746;0,859;0,707
3531407;Monte Aprazível;SP;MONTE APRAZÍVEL-SP;0,785;0,781;0,861;0,72
3142908;Monte Azul;MG;MONTE AZUL-MG;0,659;0,611;0,811;0,578
3531506;Monte Azul Paulista;SP;MONTE AZUL PAULISTA-SP;0,753;0,733;0,843;0,69
3143005;Monte Belo;MG;MONTE BELO-MG;0,688;0,677;0,847;0,567
4312385;Monte Belo do Sul;RS;MONTE BELO DO SUL-RS;0,752;0,752;0,852;0,663
4211058;Monte Carlo;SC;MONTE CARLO-SC;0,643;0,648;0,804;0,511
3143104;Monte Carmelo;MG;MONTE CARMELO-MG;0,728;0,716;0,868;0,62
3531605;Monte Castelo;SP;MONTE CASTELO-SP;0,741;0,706;0,814;0,709
4211108;Monte Castelo;SC;MONTE CASTELO-SC;0,675;0,641;0,826;0,581
2407906;Monte das Gameleiras;RN;MONTE DAS GAMELEIRAS-RN;0,598;0,56;0,752;0,509
1713601;Monte do Carmo;TO;MONTE DO CARMO-TO;0,622;0,608;0,808;0,489
3143153;Monte Formoso;MG;MONTE FORMOSO-MG;0,541;0,523;0,765;0,396
2509602;Monte Horebe;PB;MONTE HOREBE-PB;0,587;0,579;0,755;0,463
3531803;Monte Mor;SP;MONTE MOR-SP;0,733;0,713;0,863;0,639
1101401;Monte Negro;RO;MONTE NEGRO-RO;0,607;0,645;0,762;0,454
2921500;Monte Santo;BA;MONTE SANTO-BA;0,506;0,515;0,699;0,359
3143203;Monte Santo de Minas;MG;MONTE SANTO DE MINAS-MG;0,71;0,689;0,874;0,595
1713700;Monte Santo do Tocantins;TO;MONTE SANTO DO TOCANTINS-TO;0,62;0,572;0,76;0,547
3143401;Monte Sião;MG;MONTE SIÃO-MG;0,724;0,732;0,878;0,59
2509701;Monteiro;PB;MONTEIRO-PB;0,628;0,625;0,709;0,558
3531704;Monteiro Lobato;SP;MONTEIRO LOBATO-SP;0,71;0,692;0,826;0,627
2705408;Monteirópolis;AL;MONTEIRÓPOLIS-AL;0,539;0,497;0,71;0,443
4312401;Montenegro;RS;MONTENEGRO-RS;0,755;0,761;0,866;0,654
2107001;Montes Altos;MA;MONTES ALTOS-MA;0,575;0,534;0,732;0,486
3143302;Montes Claros;MG;MONTES CLAROS-MG;0,77;0,707;0,868;0,744
5213707;Montes Claros de Goiás;GO;MONTES CLAROS DE GOIÁS-GO;0,707;0,704;0,806;0,622
3143450;Montezuma;MG;MONTEZUMA-MG;0,587;0,587;0,809;0,425
5213756;Montividiu;GO;MONTIVIDIU-GO;0,733;0,738;0,827;0,644
5213772;Montividiu do Norte;GO;MONTIVIDIU DO NORTE-GO;0,613;0,578;0,816;0,488
2308708;Morada Nova;CE;MORADA NOVA-CE;0,61;0,569;0,758;0,525
3143500;Morada Nova de Minas;MG;MORADA NOVA DE MINAS-MG;0,696;0,688;0,83;0,59
2308807;Moraújo;CE;MORAÚJO-CE;0,581;0,495;0,768;0,516
2614303;Moreilândia;PE;MOREILÂNDIA-PE;0,6;0,522;0,768;0,54
4116109;Moreira Sales;PR;MOREIRA SALES-PR;0,675;0,673;0,802;0,57
2609402;Moreno;PE;MORENO-PE;0,652;0,61;0,805;0,564
4312427;Mormaço;RS;MORMAÇO-RS;0,714;0,735;0,86;0,576
2921609;Morpará;BA;MORPARÁ-BA;0,558;0,536;0,732;0,444
4116208;Morretes;PR;MORRETES-PR;0,686;0,71;0,837;0,544
2308906;Morrinhos;GO;MORRINHOS-GO;0,734;0,739;0,862;0,621
5213806;Morrinhos;CE;MORRINHOS-CE;0,588;0,524;0,76;0,511
4312443;Morrinhos do Sul;RS;MORRINHOS DO SUL-RS;0,711;0,72;0,842;0,593
3531902;Morro Agudo;SP;MORRO AGUDO-SP;0,712;0,716;0,836;0,604
5213855;Morro Agudo de Goiás;GO;MORRO AGUDO DE GOIÁS-GO;0,695;0,644;0,826;0,63
2206654;Morro Cabeça no Tempo;PI;MORRO CABEÇA NO TEMPO-PI;0,542;0,472;0,774;0,435
4211207;Morro da Fumaça;SC;MORRO DA FUMAÇA-SC;0,738;0,732;0,825;0,665
3143609;Morro da Garça;MG;MORRO DA GARÇA-MG;0,648;0,619;0,816;0,538
2921708;Morro do Chapéu;BA;MORRO DO CHAPÉU-BA;0,588;0,554;0,766;0,478
2206670;Morro do Chapéu do Piauí;PI;MORRO DO CHAPÉU DO PIAUÍ-PI;0,55;0,536;0,742;0,418
3143708;Morro do Pilar;MG;MORRO DO PILAR-MG;0,597;0,622;0,809;0,422
4211256;Morro Grande;SC;MORRO GRANDE-SC;0,701;0,742;0,847;0,548
4312450;Morro Redondo;RS;MORRO REDONDO-RS;0,702;0,719;0,864;0,557
4312476;Morro Reuter;RS;MORRO REUTER-RS;0,743;0,733;0,858;0,653
2107100;Morros;MA;MORROS-MA;0,548;0,485;0,706;0,48
2921807;Mortugaba;BA;MORTUGABA-BA;0,618;0,598;0,771;0,513
3532009;Morungaba;SP;MORUNGABA-SP;0,715;0,726;0,802;0,627
5213905;Mossâmedes;GO;MOSSÂMEDES-GO;0,706;0,696;0,811;0,623
2408003;Mossoró;RN;MOSSORÓ-RN;0,72;0,694;0,811;0,663
4312500;Mostardas;RS;MOSTARDAS-RS;0,664;0,701;0,849;0,493
3532058;Motuca;SP;MOTUCA-SP;0,741;0,685;0,859;0,691
5214002;Mozarlândia;GO;MOZARLÂNDIA-GO;0,683;0,684;0,825;0,565
1504901;Muaná;PA;MUANÁ-PA;0,547;0,54;0,775;0,391
1400308;Mucajaí;RR;MUCAJAÍ-RR;0,665;0,661;0,813;0,547
2309003;Mucambo;CE;MUCAMBO-CE;0,607;0,565;0,732;0,541
2921906;Mucugê;BA;MUCUGÊ-BA;0,606;0,589;0,787;0,48
4312609;Muçum;RS;MUÇUM-RS;0,746;0,757;0,84;0,654
2922003;Mucuri;BA;MUCURI-BA;0,665;0,679;0,801;0,541
3203601;Mucurici;ES;MUCURICI-ES;0,666;0,617;0,828;0,577
4312617;Muitos Capões;RS;MUITOS CAPÕES-RS;0,702;0,711;0,873;0,558
4312625;Muliterno;RS;MULITERNO-RS;0,689;0,74;0,808;0,547
2309102;Mulungu;CE;MULUNGU-CE;0,607;0,551;0,759;0,534
2509800;Mulungu;PB;MULUNGU-PB;0,565;0,548;0,778;0,423
2922052;Mulungu do Morro;BA;MULUNGU DO MORRO-BA;0,566;0,517;0,753;0,466
2922102;Mundo Novo;MS;MUNDO NOVO-MS;0,686;0,707;0,808;0,565
5005681;Mundo Novo;GO;MUNDO NOVO-GO;0,634;0,642;0,812;0,488
5214051;Mundo Novo;BA;MUNDO NOVO-BA;0,59;0,606;0,791;0,429
3143807;Munhoz;MG;MUNHOZ-MG;0,647;0,634;0,821;0,52
4116307;Munhoz de Melo;PR;MUNHOZ DE MELO-PR;0,726;0,704;0,856;0,634
2922201;Muniz Ferreira;BA;MUNIZ FERREIRA-BA;0,617;0,581;0,761;0,531
3203700;Muniz Freire;ES;MUNIZ FREIRE-ES;0,645;0,637;0,821;0,512
2922250;Muquém do São Francisco;BA;MUQUÉM DO SÃO FRANCISCO-BA;0,549;0,488;0,761;0,445
3203809;Muqui;ES;MUQUI-ES;0,694;0,673;0,802;0,619
3143906;Muriaé;MG;MURIAÉ-MG;0,734;0,731;0,853;0,634
2804300;Muribeca;SE;MURIBECA-SE;0,626;0,575;0,771;0,554
2705507;Murici;AL;MURICI-AL;0,527;0,542;0,685;0,395
2206696;Murici dos Portelas;PI;MURICI DOS PORTELAS-PI;0,53;0,489;0,777;0,391
1713957;Muricilândia;TO;MURICILÂNDIA-TO;0,596;0,543;0,745;0,524
2922300;Muritiba;BA;MURITIBA-BA;0,66;0,629;0,796;0,573
3532108;Murutinga do Sul;SP;MURUTINGA DO SUL-SP;0,726;0,703;0,847;0,643
2922409;Mutuípe;BA;MUTUÍPE-BA;0,601;0,618;0,751;0,467
3144003;Mutum;MG;MUTUM-MG;0,644;0,635;0,822;0,511
5214101;Mutunópolis;GO;MUTUNÓPOLIS-GO;0,68;0,668;0,806;0,584
3144102;Muzambinho;MG;MUZAMBINHO-MG;0,74;0,723;0,859;0,652
3144201;Nacip Raydan;MG;NACIP RAYDAN-MG;0,585;0,64;0,831;0,377
3532157;Nantes;SP;NANTES-SP;0,714;0,655;0,79;0,702
3144300;Nanuque;MG;NANUQUE-MG;0,701;0,666;0,85;0,609
4312658;Não-Me-Toque;RS;NÃO-ME-TOQUE-RS;0,765;0,784;0,847;0,673
3144359;Naque;MG;NAQUE-MG;0,675;0,632;0,822;0,592
3532207;Narandiba;SP;NARANDIBA-SP;0,718;0,659;0,839;0,67
2408102;Natal;RN;NATAL-RN;0,763;0,768;0,835;0,694
3144375;Natalândia;MG;NATALÂNDIA-MG;0,671;0,641;0,846;0,557
3144409;Natércia;MG;NATÉRCIA-MG;0,693;0,677;0,805;0,612
1714203;Natividade;RJ;NATIVIDADE-RJ;0,73;0,707;0,806;0,683
3303104;Natividade;TO;NATIVIDADE-TO;0,673;0,646;0,847;0,556
3532306;Natividade da Serra;SP;NATIVIDADE DA SERRA-SP;0,655;0,664;0,814;0,52
2509909;Natuba;PB;NATUBA-PB;0,541;0,516;0,71;0,432
4211306;Navegantes;SC;NAVEGANTES-SC;0,736;0,731;0,873;0,624
5005707;Naviraí;MS;NAVIRAÍ-MS;0,7;0,715;0,803;0,597
1714302;Nazaré;TO;NAZARÉ-TO;0,643;0,584;0,792;0,576
2922508;Nazaré;BA;NAZARÉ-BA;0,641;0,637;0,777;0,532
2609501;Nazaré da Mata;PE;NAZARÉ DA MATA-PE;0,662;0,608;0,789;0,604
2206704;Nazaré do Piauí;PI;NAZARÉ DO PIAUÍ-PI;0,576;0,531;0,707;0,51
3532405;Nazaré Paulista;SP;NAZARÉ PAULISTA-SP;0,678;0,681;0,818;0,559
3144508;Nazareno;MG;NAZARENO-MG;0,69;0,662;0,83;0,597
2510006;Nazarezinho;PB;NAZAREZINHO-PB;0,562;0,528;0,747;0,449
2206720;Nazária;PI;NAZÁRIA-PI;0,602;0,546;0,78;0,512
5214408;Nazário;GO;NAZÁRIO-GO;0,71;0,702;0,808;0,631
2804409;Neópolis;SE;NEÓPOLIS-SE;0,589;0,575;0,702;0,505
3144607;Nepomuceno;MG;NEPOMUCENO-MG;0,667;0,658;0,822;0,549
5214507;Nerópolis;GO;NERÓPOLIS-GO;0,721;0,681;0,82;0,671
3532504;Neves Paulista;SP;NEVES PAULISTA-SP;0,754;0,737;0,823;0,707
1303007;Nhamundá;AM;NHAMUNDÁ-AM;0,586;0,513;0,779;0,503
3532603;Nhandeara;SP;NHANDEARA-SP;0,751;0,755;0,835;0,672
4312674;Nicolau Vergueiro;RS;NICOLAU VERGUEIRO-RS;0,753;0,772;0,839;0,66
2922607;Nilo Peçanha;BA;NILO PEÇANHA-BA;0,547;0,531;0,762;0,404
3303203;Nilópolis;RJ;NILÓPOLIS-RJ;0,753;0,731;0,817;0,716
2107209;Nina Rodrigues;MA;NINA RODRIGUES-MA;0,585;0,474;0,774;0,547
3144656;Ninheira;MG;NINHEIRA-MG;0,556;0,525;0,784;0,418
5005806;Nioaque;MS;NIOAQUE-MS;0,639;0,658;0,822;0,483
3532702;Nipoã;SP;NIPOÃ-SP;0,713;0,701;0,814;0,636
5214606;Niquelândia;GO;NIQUELÂNDIA-GO;0,715;0,709;0,806;0,64
2408201;Nísia Floresta;RN;NÍSIA FLORESTA-RN;0,622;0,601;0,773;0,518
3303302;Niterói;RJ;NITERÓI-RJ;0,837;0,887;0,854;0,773
5105903;Nobres;MT;NOBRES-MT;0,699;0,675;0,827;0,611
4312708;Nonoai;RS;NONOAI-RS;0,702;0,703;0,833;0,591
2922656;Nordestina;BA;NORDESTINA-BA;0,56;0,507;0,743;0,467
1400407;Normandia;RR;NORMANDIA-RR;0,594;0,52;0,801;0,502
5106000;Nortelândia;MT;NORTELÂNDIA-MT;0,702;0,653;0,793;0,668
2804458;Nossa Senhora Aparecida;SE;NOSSA SENHORA APARECIDA-SE;0,577;0,577;0,774;0,43
2804508;Nossa Senhora da Glória;SE;NOSSA SENHORA DA GLÓRIA-SE;0,587;0,591;0,75;0,456
2804607;Nossa Senhora das Dores;SE;NOSSA SENHORA DAS DORES-SE;0,6;0,579;0,749;0,497
4116406;Nossa Senhora das Graças;PR;NOSSA SENHORA DAS GRAÇAS-PR;0,709;0,679;0,832;0,631
2804706;Nossa Senhora de Lourdes;SE;NOSSA SENHORA DE LOURDES-SE;0,598;0,56;0,719;0,532
2206753;Nossa Senhora de Nazaré;PI;NOSSA SENHORA DE NAZARÉ-PI;0,586;0,557;0,78;0,462
5106109;Nossa Senhora do Livramento;MT;NOSSA SENHORA DO LIVRAMENTO-MT;0,638;0,6;0,82;0,529
2804805;Nossa Senhora do Socorro;SE;NOSSA SENHORA DO SOCORRO-SE;0,664;0,62;0,811;0,581
2206803;Nossa Senhora dos Remédios;PI;NOSSA SENHORA DOS REMÉDIOS-PI;0,533;0,503;0,732;0,411
3532801;Nova Aliança;SP;NOVA ALIANÇA-SP;0,738;0,71;0,826;0,684
4116505;Nova Aliança do Ivaí;PR;NOVA ALIANÇA DO IVAÍ-PR;0,717;0,673;0,794;0,691
4312757;Nova Alvorada;RS;NOVA ALVORADA-RS;0,74;0,763;0,838;0,634
5006002;Nova Alvorada do Sul;MS;NOVA ALVORADA DO SUL-MS;0,694;0,746;0,809;0,554
5214705;Nova América;GO;NOVA AMÉRICA-GO;0,678;0,647;0,796;0,604
4116604;Nova América da Colina;PR;NOVA AMÉRICA DA COLINA-PR;0,698;0,655;0,809;0,643
5006200;Nova Andradina;MS;NOVA ANDRADINA-MS;0,721;0,716;0,85;0,616
4312807;Nova Araçá;RS;NOVA ARAÇÁ-RS;0,785;0,796;0,843;0,722
4116703;Nova Aurora;GO;NOVA AURORA-GO;0,747;0,703;0,849;0,697
5214804;Nova Aurora;PR;NOVA AURORA-PR;0,733;0,726;0,844;0,642
5106158;Nova Bandeirantes;MT;NOVA BANDEIRANTES-MT;0,65;0,696;0,842;0,469
4312906;Nova Bassano;RS;NOVA BASSANO-RS;0,747;0,778;0,849;0,632
3144672;Nova Belém;MG;NOVA BELÉM-MG;0,592;0,563;0,768;0,481
4312955;Nova Boa Vista;RS;NOVA BOA VISTA-RS;0,768;0,764;0,836;0,708
5106208;Nova Brasilândia;MT;NOVA BRASILÂNDIA-MT;0,651;0,673;0,845;0,485
1100148;Nova Brasilândia D'Oeste;RO;NOVA BRASILÂNDIA D'OESTE-RO;0,643;0,664;0,763;0,524
4313003;Nova Bréscia;RS;NOVA BRÉSCIA-RS;0,778;0,836;0,847;0,666
3532827;Nova Campina;SP;NOVA CAMPINA-SP;0,651;0,598;0,799;0,577
2922706;Nova Canaã;BA;NOVA CANAÃ-BA;0,545;0,554;0,789;0,37
5106216;Nova Canaã do Norte;MT;NOVA CANAÃ DO NORTE-MT;0,686;0,692;0,815;0,572
3532843;Nova Canaã Paulista;SP;NOVA CANAÃ PAULISTA-SP;0,715;0,673;0,806;0,675
4313011;Nova Candelária;RS;NOVA CANDELÁRIA-RS;0,759;0,794;0,856;0,643
4116802;Nova Cantu;PR;NOVA CANTU-PR;0,658;0,646;0,792;0,558
3532868;Nova Castilho;SP;NOVA CASTILHO-SP;0,756;0,694;0,823;0,755
2107258;Nova Colinas;MA;NOVA COLINAS-MA;0,566;0,502;0,749;0,481
5214838;Nova Crixás;GO;NOVA CRIXÁS-GO;0,643;0,674;0,813;0,485
2408300;Nova Cruz;RN;NOVA CRUZ-RN;0,629;0,589;0,788;0,537
3144706;Nova Era;MG;NOVA ERA-MG;0,709;0,675;0,825;0,639
4211405;Nova Erechim;SC;NOVA ERECHIM-SC;0,765;0,767;0,851;0,686
4116901;Nova Esperança;PR;NOVA ESPERANÇA-PR;0,722;0,723;0,829;0,628
1504950;Nova Esperança do Piriá;PA;NOVA ESPERANÇA DO PIRIÁ-PA;0,502;0,482;0,757;0,346
4116950;Nova Esperança do Sudoeste;PR;NOVA ESPERANÇA DO SUDOESTE-PR;0,714;0,714;0,805;0,633
4313037;Nova Esperança do Sul;RS;NOVA ESPERANÇA DO SUL-RS;0,735;0,723;0,848;0,647
3532900;Nova Europa;SP;NOVA EUROPA-SP;0,765;0,718;0,869;0,718
2922730;Nova Fátima;PR;NOVA FÁTIMA-PR;0,688;0,681;0,819;0,584
4117008;Nova Fátima;BA;NOVA FÁTIMA-BA;0,597;0,575;0,738;0,501
2510105;Nova Floresta;PB;NOVA FLORESTA-PB;0,601;0,576;0,758;0,498
3303401;Nova Friburgo;RJ;NOVA FRIBURGO-RJ;0,745;0,758;0,846;0,645
5214861;Nova Glória;GO;NOVA GLÓRIA-GO;0,681;0,657;0,816;0,589
3533007;Nova Granada;SP;NOVA GRANADA-SP;0,739;0,727;0,818;0,68
5108808;Nova Guarita;MT;NOVA GUARITA-MT;0,688;0,671;0,812;0,597
3533106;Nova Guataporanga;SP;NOVA GUATAPORANGA-SP;0,726;0,707;0,842;0,644
4313060;Nova Hartz;RS;NOVA HARTZ-RS;0,689;0,694;0,836;0,563
2922755;Nova Ibiá;BA;NOVA IBIÁ-BA;0,57;0,62;0,714;0,419
3303500;Nova Iguaçu;RJ;NOVA IGUAÇU-RJ;0,713;0,691;0,818;0,641
5214879;Nova Iguaçu de Goiás;GO;NOVA IGUAÇU DE GOIÁS-GO;0,655;0,642;0,812;0,54
3533205;Nova Independência;SP;NOVA INDEPENDÊNCIA-SP;0,735;0,675;0,827;0,711
2107308;Nova Iorque;MA;NOVA IORQUE-MA;0,584;0,558;0,729;0,489
1504976;Nova Ipixuna;PA;NOVA IPIXUNA-PA;0,581;0,59;0,766;0,435
4211454;Nova Itaberaba;SC;NOVA ITABERABA-SC;0,736;0,753;0,876;0,605
2922805;Nova Itarana;BA;NOVA ITARANA-BA;0,524;0,508;0,729;0,389
5106182;Nova Lacerda;MT;NOVA LACERDA-MT;0,636;0,643;0,825;0,485
4117057;Nova Laranjeiras;PR;NOVA LARANJEIRAS-PR;0,642;0,614;0,833;0,517
3144805;Nova Lima;MG;NOVA LIMA-MG;0,813;0,864;0,885;0,704
4117107;Nova Londrina;PR;NOVA LONDRINA-PR;0,758;0,735;0,856;0,691
3533304;Nova Luzitânia;SP;NOVA LUZITÂNIA-SP;0,743;0,705;0,808;0,719
1100338;Nova Mamoré;RO;NOVA MAMORÉ-RO;0,587;0,619;0,769;0,424
5108857;Nova Marilândia;MT;NOVA MARILÂNDIA-MT;0,704;0,68;0,823;0,623
5108907;Nova Maringá;MT;NOVA MARINGÁ-MT;0,663;0,702;0,815;0,509
3144904;Nova Módica;MG;NOVA MÓDICA-MG;0,63;0,61;0,779;0,527
5108956;Nova Monte Verde;MT;NOVA MONTE VERDE-MT;0,691;0,69;0,823;0,582
5106224;Nova Mutum;MT;NOVA MUTUM-MT;0,758;0,773;0,837;0,673
5106174;Nova Nazaré;MT;NOVA NAZARÉ-MT;0,595;0,621;0,793;0,427
3533403;Nova Odessa;SP;NOVA ODESSA-SP;0,791;0,755;0,861;0,762
4117206;Nova Olímpia;PR;NOVA OLÍMPIA-PR;0,71;0,699;0,813;0,631
5106232;Nova Olímpia;MT;NOVA OLÍMPIA-MT;0,682;0,704;0,804;0,561
1714880;Nova Olinda;TO;NOVA OLINDA-TO;0,631;0,614;0,765;0,535
2309201;Nova Olinda;CE;NOVA OLINDA-CE;0,625;0,567;0,779;0,554
2510204;Nova Olinda;PB;NOVA OLINDA-PB;0,573;0,557;0,744;0,453
2107357;Nova Olinda do Maranhão;MA;NOVA OLINDA DO MARANHÃO-MA;0,581;0,536;0,755;0,484
1303106;Nova Olinda do Norte;AM;NOVA OLINDA DO NORTE-AM;0,558;0,541;0,78;0,412
4313086;Nova Pádua;RS;NOVA PÁDUA-RS;0,761;0,762;0,852;0,678
4313102;Nova Palma;RS;NOVA PALMA-RS;0,744;0,762;0,841;0,643
2510303;Nova Palmeira;PB;NOVA PALMEIRA-PB;0,595;0,567;0,762;0,488
4313201;Nova Petrópolis;RS;NOVA PETRÓPOLIS-RS;0,78;0,775;0,89;0,688
3145000;Nova Ponte;MG;NOVA PONTE-MG;0,701;0,734;0,835;0,562
3145059;Nova Porteirinha;MG;NOVA PORTEIRINHA-MG;0,641;0,584;0,811;0,556
4313300;Nova Prata;RS;NOVA PRATA-RS;0,766;0,782;0,839;0,686
4117255;Nova Prata do Iguaçu;PR;NOVA PRATA DO IGUAÇU-PR;0,716;0,711;0,798;0,646
4313334;Nova Ramada;RS;NOVA RAMADA-RS;0,742;0,752;0,847;0,642
2922854;Nova Redenção;BA;NOVA REDENÇÃO-BA;0,567;0,534;0,723;0,471
3145109;Nova Resende;MG;NOVA RESENDE-MG;0,671;0,687;0,839;0,525
5214903;Nova Roma;GO;NOVA ROMA-GO;0,634;0,594;0,812;0,529
4313359;Nova Roma do Sul;RS;NOVA ROMA DO SUL-RS;0,741;0,794;0,851;0,602
1715002;Nova Rosalândia;TO;NOVA ROSALÂNDIA-TO;0,661;0,582;0,791;0,628
2309300;Nova Russas;CE;NOVA RUSSAS-CE;0,614;0,585;0,754;0,524
4117214;Nova Santa Bárbara;PR;NOVA SANTA BÁRBARA-PR;0,68;0,668;0,799;0,588
5106190;Nova Santa Helena;MT;NOVA SANTA HELENA-MT;0,714;0,745;0,809;0,603
2207959;Nova Santa Rita;RS;NOVA SANTA RITA-RS;0,718;0,716;0,853;0,606
4313375;Nova Santa Rita;PI;NOVA SANTA RITA-PI;0,554;0,52;0,77;0,425
4117222;Nova Santa Rosa;PR;NOVA SANTA ROSA-PR;0,731;0,732;0,809;0,66
3145208;Nova Serrana;MG;NOVA SERRANA-MG;0,715;0,709;0,864;0,597
2922904;Nova Soure;BA;NOVA SOURE-BA;0,555;0,548;0,712;0,439
4117271;Nova Tebas;PR;NOVA TEBAS-PR;0,651;0,632;0,788;0,553
1505007;Nova Timboteua;PA;NOVA TIMBOTEUA-PA;0,609;0,564;0,791;0,507
4211504;Nova Trento;SC;NOVA TRENTO-SC;0,748;0,749;0,891;0,628
5106240;Nova Ubiratã;MT;NOVA UBIRATÃ-MT;0,669;0,694;0,816;0,529
1101435;Nova União;MG;NOVA UNIÃO-MG;0,662;0,624;0,818;0,568
3136603;Nova União;RO;NOVA UNIÃO-RO;0,587;0,608;0,753;0,442
3203908;Nova Venécia;ES;NOVA VENÉCIA-ES;0,712;0,692;0,841;0,621
4211603;Nova Veneza;SC;NOVA VENEZA-SC;0,768;0,741;0,869;0,703
5215009;Nova Veneza;GO;NOVA VENEZA-GO;0,718;0,671;0,837;0,66
2923001;Nova Viçosa;BA;NOVA VIÇOSA-BA;0,654;0,657;0,78;0,546
5106257;Nova Xavantina;MT;NOVA XAVANTINA-MT;0,704;0,713;0,8;0,613
3533254;Novais;SP;NOVAIS-SP;0,719;0,712;0,822;0,634
1715101;Novo Acordo;TO;NOVO ACORDO-TO;0,639;0,618;0,797;0,53
1303205;Novo Airão;AM;NOVO AIRÃO-AM;0,57;0,551;0,776;0,434
1715150;Novo Alegre;TO;NOVO ALEGRE-TO;0,699;0,642;0,812;0,654
1303304;Novo Aripuanã;AM;NOVO ARIPUANÃ-AM;0,554;0,532;0,759;0,421
4313490;Novo Barreiro;RS;NOVO BARREIRO-RS;0,706;0,734;0,808;0,594
5215207;Novo Brasil;GO;NOVO BRASIL-GO;0,699;0,691;0,828;0,598
4313391;Novo Cabrais;RS;NOVO CABRAIS-RS;0,688;0,697;0,852;0,548
3145307;Novo Cruzeiro;MG;NOVO CRUZEIRO-MG;0,571;0,562;0,797;0,415
5215231;Novo Gama;GO;NOVO GAMA-GO;0,684;0,664;0,851;0,567
4313409;Novo Hamburgo;RS;NOVO HAMBURGO-RS;0,747;0,778;0,852;0,629
2923035;Novo Horizonte;SP;NOVO HORIZONTE-SP;0,753;0,741;0,865;0,665
3533502;Novo Horizonte;SC;NOVO HORIZONTE-SC;0,706;0,7;0,846;0,594
4211652;Novo Horizonte;BA;NOVO HORIZONTE-BA;0,597;0,558;0,757;0,503
